업체명,사업자등록번호,주업종,주요 생산품목,소재지,전화번호
(주)유비코스,4028171199,도매 및 소매업,정보시스템개발서비스,전라북도 전주시 완산구 신촌4길 16밝은빛빌라 201호,02-2214-2882
(주)한성이엔지,2048173744,사업시설관리 및 사업지원 서비스업,사업시설관리및사업지원서비스,서울특별시 동대문구 황물로 1035층 508호(답십리동 킹스타빌딩),031-231-2233
국일산업,6180156321,도매 및 소매업,시설설비유지관리서비스,부산광역시 기장군 장안읍 해맞이로 381-10,031-785-4400
농업회사법인 원삼로즈힙 주식회사,3208801497,도매 및 소매업|전문 서비스업,차류농산물물위탁판매,경기도 용인시 처인구 원삼면 하사로 20농업회사법인 원삼로즈힙 주식회사,031-314-4642
대덕지관,5141784910,보건업,섬유용지관,대구광역시 달성군 옥포읍 교항4길 9교항리1475 ,070-4640-5859
더드림(THE DREAM)(현)원앤원,5066300240,그 밖의 제품 제조업,중고가전제품/인테리어/에어컨설치수리세척,인천광역시 남동구 석촌로 201층(간석동 올리브백화점),062-673-3957
동일기업,1624600494,제조업,서적,서울특별시 송파구 오금로46길 61D동 301호(가락동 진성파크타운),044-905-1116
상록용역공사,6161798326,제조업,건물청소서비스,제주특별자치도 제주시 도령로13길 191층 상록용역공사(연동 상록주택),051-746-5422
선보,7171800796,제조업,판촉물잡화외,제주특별자치도 제주시 진군남4길 5더힐주상복합상가 2층 203호 (노형동 더힐),041-735-5799
시스템에어컨 설치전문점 A&T이엔지,6102215544,부동산업,냉난방기,울산광역시 남구 남산로 56-1101호 (무거동),031-475-1458
오케이안마센타,6169060634,농업 임업 및 어업,안마,제주특별자치도 제주시 노연로 114-13층,055-544-4155
우신광고기획,5080558729,기타 제품 제조업,간판 안내판 등 옥내외 종합광고물 제작,경상북도 안동시 서동문로 23-1우신광고,02-716-2211
유한회사 비단,3138601632,도매 및 소매업,디자인서비스,전라북도 무주군 무주읍 단천로 271층 유한회사 비단,031-321-9074
이레테크,3210801300,건설업,기계자동화,대구광역시 북구 노원동로 242층,031-848-9655
장춘테크,3330101473,건설업,LED실내조명등,경상북도 영주시 대학로 10장춘테크 (휴천동),033-521-8162
주식회사 나우앤유,1458700696,건설업,소프트웨어개발,경기도 용인시 처인구 원삼면 하사로 14주식회사 나우앤유,032-578-6148
주식회사 자연애,3188701274,제조업,인삼뿌리또는종묘,충청북도 제천시 의림대로 222지하101호,062-611-5721
주식회사 지랜드,7158101681,기타 개인 서비스업,생활용탈취제,부산광역시 수영구 구락로 74지하1층,043-225-4700
충청문서파쇄,1205000013,운수업,재생용재료수집및판매업,충청북도 충주시 대소원면 대소원1길 77,064-739-9456
(유)이예스건설,4058108259,도매 및 소매업,건설업,전라북도 김제시 남북로 44-1이예스건설(신풍동),054-823-6773
(자)제일소방전설공사,3068103170,금속가공제품 제조업(기계 및 가구 제조업 제외),소방시설공사,대전광역시 동구 태전로 109 (삼성동),054-833-1209
대우광고산업(주),3118113947,제조업,인쇄광고용역,충청남도 당진시 역천로 671(행정동)  ,063-223-8150
대현창호공사,3110643371,교육 서비스업,샤시철구조물,충청남도 당진시 순성면 순성로 492대현창호공사,033-818-1919
브랜더스,3292800808,건설업,광고대행 서비스,전라북도 군산시 구영3길 41브랜더스,054-788-4141
삼호익스프레스,3060119326,보건업 및 사회복지 서비스업,운송지원업무용역,대전광역시 동구 산내로 1412-112층 (대성동),043-544-1277
아진메디텍,6012519886,식료품 제조업,의료기기판매업,전라북도 전주시 완산구 난전들로 156-631층,043-278-3388
(주)신경금속,1238166565,도매 및 소매업,배식대,경기도 시흥시 공단1대로322번길 112 시화공단3마 309호 (정왕동),031-944-5850
(주)엔엠티,1348672572,도매 및 소매업,스테인레스제품,경기도 안산시 단원구 번영로44번길 15시화공단 4바 307호,054-683-0010
(주)와이즈파트너즈,4168601697,그 밖의 기계 및 장비 제조업,교육지원서비스,전라남도 순천시 하대석길 582층 (연향동),031-204-2343
(주)한길테크,1248676474,전기장비 제조업|컴퓨터 프로그래밍 시스템 통합 및 관리업,전기공사업,경기도 수원시 권선구 정조로 4423층,042-285-1096
그린방역,2029700552,제조업,방역(소독),경기도 포천시 일동면 화동로653번길 24,02-848-4365
김밥단체주문 김밥주문 야유회행사 김밥도시락 배달 다래전김밥,2117514927,도매 및 상품 중개업,즉석섭취식품(김밥주먹밥샌드위치),서울특별시 강남구 논현로136길 10(논현동 동아빌딩1층),051-361-8272
동우씨엠,1340873608,전기장비 제조업,기타청소서비스,경기도 안산시 단원구 다리간2길 16-18102호,02-711-3737
서강그린텍,4170344740,인쇄 및 기록매체 복제업,도매 및소매업,전라남도 여수시 문수7길 32제상가911동 제2층 제201호,070-4645-4459
서원티엠에스,6108134816,도매 및 소매업,배기가스측정기,울산 남구 달동1287-15 서원티엠에스,02-2277-8776
한국전기,1400187618,건설업,콘베어 제어판넬 도금기 제어판넬,경기도 시흥시 군자로 98-58한국전기,02-832-8088
(주)프리마,1268155067,그 밖의 제품 제조업,책상,경기도 광주시 도척면 도척로 443-102,051-317-2479
동양매직렌탈,1302785312,건설업,정수기비데공기청정기생활가전등,경기도 부천시 상이로51번길 8-221층,070-7638-6330
선우라이텍,1130635281,기타 개인 서비스업,LED가로등기구,경기도 시흥시 옥구천서로237번길 661나306(정왕동시화공단),02-945-5599
송현종합문화사,1240666052,제조업,기타인쇄물,경기도 수원시 팔달구 향교로 134 1층 (교동),043-646-2318
에이스산업,1141052510,제조업,마스크외 유통,경기도 화성시 동탄대로 635SH타임스퀘어1  1302호,02-2634-6959
주식회사이륙,6158108308,건설업,금속구조물·창호공사,경남 창원시 의창구 대산면 진산대로469번길74 (모산리),033-652-9927
진주브라인드,6130855215,제조업,롤업셰이드,경상남도 진주시 대신로 283 (상대동),033-262-1214
초록기업주식회사,1268649497,도매 및 소매업,건물(시설)관리업 위생관리용역업 및 건물청서 습식방수공사업,경기도 광주시 목동길36번길 61-8(목동),033-541-6259
클린에어존,5521601160,정보통신업,청소.에어컨청소,경상남도 사천시 사천읍 진삼로 15211층,033-263-9196
희갤러리,4120535065,가죽 가방 및 신발 제조업|도매 및 소매업,잡종공예품,전라남도 영암군 군서면 왕인로 710-30희갤러리 ,031-594-7062
(주)더씽크,8098100798,전기장비 제조업,광고제작 및 대행,서울특별시 서초구 서초대로27길 251층(방배동 거반빌딩),031-871-2203
(주)신기원이앤씨,1318148520,제조업,토목공사,인천광역시 남동구 구수골로 36 (수산동),02-572-9280
경진테크,1111065165,비금속 광물제품 제조업,사출 및 고무금형 가공,인천광역시 남동구 남동대로79번길 107(고잔동 남동공단 128블럭 12롯트),031-652-8027
농업회사법인 주식회사 주피터,6938100723,건설업,농산물 수출입,서울특별시 금천구 가산디지털2로 981동 4층 409호 (-5호)(가산동 IT캐슬),070-8633-7046
주식회사 가이빙,7358701125,농업 임업 및 어업|건설업,통신소프트웨어,서울특별시 서초구 동광로 65203B호(방배동),033-575-3565
주식회사 스카이콜렉션,5868701542,건설업,지갑,서울특별시 양천구 신정로7길 75어린이집 지하1층(신정동 이든채),062-941-3910
주식회사 한국엘이디,2218113829,그 밖의 제품 제조업,LED가로등기구,강원도 춘천시 퇴계공단길 62,063-285-3354
클릭코리아(주),6208123752,건설업,종이벽지,울산광역시 남구 두왕로 3371층 (신정동),063-534-1471
(주)경북맨홀,8288800731,도매 및 소매업,콘크리트맨홀블록,경상북도 예천군 보문면 산단길 65(주)경북맨홀,055-282-9469
(주)삼정보안시스템,1198140488,건설업,전신전화장비용어댑터,경기도 수원시 영통구 삼성로 274 팩토리월드 901호 (원천동)상가 313호,031-352-8882
(주)성민산림,2088800825,제조업,임업 및 건설업,충청북도 괴산군 사리면 방축길 471층,055-328-6677
(주)성화이아이,5048170012,비금속 광물제품 제조업,영상감시장치,대구광역시 남구 삼정4길 1102층 (주)성화이아이(봉덕동),031-359-8521
(주)신일라이팅,5088133834,도매 및 소매업|제조업,LED가로등기구,경상북도 구미시 산동면 첨단기업3로 81,032-773-4333
(주)에너지365,2498701250,도매 및 소매업,태양광 전기공사 외,충청남도 천안시 서북구 두정역동4길 51층,055-903-5156
(주)톱스타,1378178584,제조업,PVC샤시,경기도 김포시 양촌읍 김포대로 1628톱스타,032-811-1934
(주)풍원건설,3898600533,사업시설 관리 사업 지원 및 임대 서비스업,건설,경상북도 상주시 경상대로 3252,032-563-3193
(주)하나기업,2718701543,도매 및 소매업,금속구조물·창호공사,경상북도 영천시 영화로 114,031-541-6771
금오레미콘주식회사,5138155863,도매 및 소매업|제조업|전자부품 컴퓨터 영상 음향 및 통신장비 제조업,레미콘,경상북도 구미시 1공단로6길 114 (공단동),054-955-0014
농업회사법인(주) 예은,1518101650,농업|도매 및 소매업|전문직별 공사업,농수물가공및반려동물사료,경상남도 양산시 명곡로 3212308호 (명곡동동원과학기술대학),032-932-4086
동우씨엠 이천지사,1260852112,건설업,화장실용화장지,경기도 이천시 부발읍 가좌로103번길 140,054-832-0445
미두산업,1233314988,정보통신업,직류전원장치통신장비,경기도 안양시 만안구 전파로24번길 16부전빌딩 3층,032-469-0316
미소글로벌관리,5272400933,제조업,시설물유지관리공사,경상북도 영주시 구성로188번길 271동 107호,041-582-1356
새남,3040966381,부동산업|도매 및 소매업|사업시설 관리 및 조경 서비스업,음식료및재화,충청북도 단양군 대강면 사인암길 5(),054-763-1988
에코스테이지,2040867502,인쇄 및 기록매체 복제업|제조업|도매 및 소매업|보건업 및 사회복지 서비스업,LED램프,경기도 의정부시 둔야로 5815 1층,054-457-3039
울진황소농자재백화점,6182162796,도매 및 소매업,농업용차광재,경상북도 울진군 울진읍 연지길 104연지리 461번지 464번지 ,031-638-6749
유성수자원개발,1260197084,도매 및 소매업,건설업-지하수개발,경기도 이천시 백사면 현방로66번길 29,031-431-6951
제주에산다,1190677260,도매 및 소매업,데이터처리서비스,제주특별자치도 서귀포시 표선면 번영로3428번길 129108동 102호,031-814-0406
주식회사 삼영씨.앤.알,4038106459,사업시설관리 및 사업지원 서비스업,안전유도블록,전라남도 순천시 비봉길 70상가동 204호,031-692-3888
주식회사 삼화개발,3018188437,도매 및 소매업,건물위생관리업,충청북도 청주시 서원구 사운로 95 (사직동),032-437-7574
주식회사 이롬컴퍼니,3818700782,건설업,점자인쇄.디지털인쇄.판촉물.생화.연구용역서비스..전자상거래,서울특별시 영등포구 국회대로70길 15-18층 804호(여의도동 극동브이아이피빌딩),031-633-7046
참한 판촉물,6730401668,도매 및 소매업,판촉물,경상북도 구미시 지산3길 8-9지산 3길 8-9,031-8028-1159
하나종합상사,5051484803,건설업,도소매,경상북도 영천시 천문로 212하나종합상사(금노동),031-216-3510
하이메카,4021272630,인쇄 및 기록매체 복제업,교육훈련장비,전북 전주시 덕진구 솔내6길 21-1,043-263-1582
(주)조아시스템,6178150665,도매 및 소매업,건물청소서비스,부산광역시 수영구 연수로 3932층 201호(수영동),031-454-0551
동남시스템,6050682978,제조업,컴퓨터및주변기기설치,부산광역시 해운대구 해운대로 197-9,02-474-3201
